invoice_id,job_id,customer_id,customer_name,service_id,date,record_date,unit_price,quantity,amount,status,version,supersedes,effective_from,effective_to
inv_000416,job_000416,customer_0083,Bishop Family Management 2,svc_03,2025-12-21,2025-12-21,731.40,1,731.40,paid,1,,2025-12-21,
inv_000417,job_000417,customer_0084,Thornbury Facilities 2,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000418,job_000418,customer_0085,April Delgado,svc_03,2025-12-21,2025-12-21,548.55,2,1097.10,paid,1,,2025-12-21,
inv_000419,job_000419,customer_0086,Joanna Gibbs,svc_02,2025-12-21,2025-12-21,301.73,1,301.73,paid,1,,2025-12-21,
inv_000420,job_000420,customer_0087,Fairway Hospitality 2,svc_03,2025-12-21,2025-12-21,365.70,1,365.70,paid,1,,2025-12-21,
inv_000421,job_000421,customer_0088,Mulberry Management 2,svc_03,2025-12-21,2025-12-21,731.39,2,1462.78,paid,1,,2025-12-21,
inv_000422,job_000422,customer_0089,Dogwood Works 2,svc_03,2025-12-21,2025-12-21,731.40,1,731.40,paid,1,,2025-12-21,
inv_000423,job_000423,customer_0090,Riverside Hospitality 2,svc_02,2025-12-21,2025-12-21,603.45,2,1206.90,paid,1,,2025-12-21,
inv_000424,job_000424,customer_0091,Hubbard Family Works 2,svc_01,2025-12-21,2025-12-21,340.01,2,680.02,paid,1,,2025-12-21,
inv_000425,job_000425,customer_0092,Hillcrest Commons 2,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000426,job_000426,customer_0093,Bradley Family Commons 2,svc_01,2025-12-21,2025-12-21,340.01,2,680.02,paid,1,,2025-12-21,
inv_000427,job_000427,customer_0094,Juniper Management 2,svc_02,2025-12-21,2025-12-21,301.73,1,301.73,paid,1,,2025-12-21,
inv_000428,job_000428,customer_0095,Pinehurst Commons 2,svc_01,2025-12-21,2025-12-21,340.01,2,680.02,paid,1,,2025-12-21,
inv_000429,job_000429,customer_0096,Alex Quinn,svc_02,2025-12-21,2025-12-21,452.59,2,905.18,paid,1,,2025-12-21,
inv_000430,job_000430,customer_0097,Caleb Bishop,svc_01,2025-12-21,2025-12-21,340.01,2,680.02,paid,1,,2025-12-21,
inv_000431,job_000431,customer_0098,Acorn Works 2,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000432,job_000432,customer_0099,Alicia Delgado,svc_01,2025-12-21,2025-12-21,226.67,1,226.67,paid,1,,2025-12-21,
inv_000433,job_000433,customer_0100,Birchwood Facilities 2,svc_03,2025-12-21,2025-12-21,548.55,2,1097.10,paid,1,,2025-12-21,
inv_000434,job_000434,customer_0101,Avery Jennings,svc_03,2025-12-21,2025-12-21,731.39,2,1462.78,paid,1,,2025-12-21,
inv_000435,job_000435,customer_0102,Primrose Works 2,svc_03,2025-12-21,2025-12-21,365.70,1,365.70,paid,1,,2025-12-21,
inv_000436,job_000436,customer_0103,Nina Brooks,svc_02,2025-12-21,2025-12-21,301.73,1,301.73,paid,1,,2025-12-21,
inv_000437,job_000437,customer_0104,Stonegate Management 2,svc_03,2025-12-21,2025-12-21,731.40,1,731.40,paid,1,,2025-12-21,
inv_000438,job_000438,customer_0105,Julia Burke,svc_03,2025-12-21,2025-12-21,548.55,2,1097.10,paid,1,,2025-12-21,
inv_000439,job_000439,customer_0106,Blake Delgado,svc_03,2025-12-21,2025-12-21,548.55,2,1097.10,paid,1,,2025-12-21,
inv_000440,job_000440,customer_0107,Boulder Point Facilities 2,svc_02,2025-12-21,2025-12-21,603.45,1,603.45,paid,1,,2025-12-21,
inv_000441,job_000441,customer_0108,Casey Jennings,svc_01,2025-12-21,2025-12-21,226.67,1,226.67,paid,1,,2025-12-21,
inv_000442,job_000442,customer_0109,Quailwood Works 2,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000443,job_000443,customer_0110,Miles Brooks,svc_03,2025-12-21,2025-12-21,365.70,1,365.70,paid,1,,2025-12-21,
inv_000444,job_000444,customer_0111,Anita Bishop,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000445,job_000445,customer_0112,Bluebird Facilities 2,svc_02,2025-12-21,2025-12-21,603.45,2,1206.90,paid,1,,2025-12-21,
inv_000446,job_000446,customer_0113,Larkspur Works 2,svc_01,2025-12-21,2025-12-21,340.01,2,680.02,paid,1,,2025-12-21,
inv_000447,job_000447,customer_0114,Briarwood Mechanical 2,svc_03,2025-12-21,2025-12-21,365.70,1,365.70,paid,1,,2025-12-21,
inv_000448,job_000448,customer_0115,Magnolia Properties 2,svc_01,2025-12-21,2025-12-21,226.67,1,226.67,paid,1,,2025-12-21,
inv_000449,job_000449,customer_0116,Carla Pruitt,svc_01,2025-12-21,2025-12-21,340.01,2,680.02,paid,1,,2025-12-21,
inv_000450,job_000450,customer_0117,Dalton Family Residential 2,svc_02,2025-12-21,2025-12-21,603.45,2,1206.90,paid,1,,2025-12-21,
inv_000451,job_000451,customer_0118,Amber Bishop,svc_02,2025-12-21,2025-12-21,452.59,2,905.18,paid,1,,2025-12-21,
inv_000452,job_000452,customer_0119,Brighton Hospitality 2,svc_03,2025-12-21,2025-12-21,548.55,2,1097.10,paid,1,,2025-12-21,
inv_000453,job_000453,customer_0120,Laurelwood Works 2,svc_01,2025-12-21,2025-12-21,340.01,2,680.02,paid,1,,2025-12-21,
inv_000454,job_000454,customer_0121,Carey Family Management 3,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000455,job_000455,customer_0122,Northstar Facilities 3,svc_01,2025-12-21,2025-12-21,453.34,1,453.34,paid,1,,2025-12-21,
inv_000456,job_000456,customer_0123,Brenda Pruitt,svc_01,2025-12-21,2025-12-21,226.67,1,226.67,paid,1,,2025-12-21,
inv_000457,job_000457,customer_0124,Glenrose Mechanical 3,svc_01,2025-12-21,2025-12-21,453.34,1,453.34,paid,1,,2025-12-21,
inv_000458,job_000458,customer_0125,Emerson Bishop,svc_01,2025-12-21,2025-12-21,340.01,2,680.02,paid,1,,2025-12-21,
inv_000459,job_000459,customer_0126,Grace Burke,svc_02,2025-12-21,2025-12-21,603.45,1,603.45,paid,1,,2025-12-21,
inv_000460,job_000460,customer_0127,Franklin Family Hospitality 3,svc_03,2025-12-21,2025-12-21,365.70,1,365.70,paid,1,,2025-12-21,
inv_000461,job_000461,customer_0128,Cobblestone Properties 3,svc_02,2025-12-21,2025-12-21,603.45,2,1206.90,paid,1,,2025-12-21,
inv_000462,job_000462,customer_0129,Rhodes Family Facilities 3,svc_02,2025-12-21,2025-12-21,301.73,1,301.73,paid,1,,2025-12-21,
inv_000463,job_000463,customer_0130,Sandstone Commons 3,svc_01,2025-12-21,2025-12-21,453.34,1,453.34,paid,1,,2025-12-21,
inv_000464,job_000464,customer_0131,Goldenrod Properties 3,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000465,job_000465,customer_0132,Arrowhead Works 3,svc_02,2025-12-21,2025-12-21,603.45,1,603.45,paid,1,,2025-12-21,
inv_000466,job_000466,customer_0133,Crescent Residential 3,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000467,job_000467,customer_0134,Mill Creek Management 3,svc_03,2025-12-21,2025-12-21,365.70,1,365.70,paid,1,,2025-12-21,
inv_000468,job_000468,customer_0135,Copperleaf Properties 3,svc_01,2025-12-21,2025-12-21,226.67,1,226.67,paid,1,,2025-12-21,
inv_000469,job_000469,customer_0136,Parkside Hospitality 3,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000470,job_000470,customer_0137,Seabright Hospitality 3,svc_03,2025-12-21,2025-12-21,548.55,2,1097.10,paid,1,,2025-12-21,
inv_000471,job_000471,customer_0138,Irene Brooks,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000472,job_000472,customer_0139,Harper Bishop,svc_03,2025-12-21,2025-12-21,365.70,1,365.70,paid,1,,2025-12-21,
inv_000473,job_000473,customer_0140,Evergreen Management 3,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000474,job_000474,customer_0141,Morningside Works 3,svc_02,2025-12-21,2025-12-21,603.45,2,1206.90,paid,1,,2025-12-21,
inv_000475,job_000475,customer_0142,Cypress Commons 3,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000476,job_000476,customer_0143,Bishop Family Management 3,svc_02,2025-12-21,2025-12-21,301.73,1,301.73,paid,1,,2025-12-21,
inv_000477,job_000477,customer_0144,Thornbury Management 3,svc_03,2025-12-21,2025-12-21,365.70,1,365.70,paid,1,,2025-12-21,
inv_000478,job_000478,customer_0145,Hawthorn Commons 3,svc_03,2025-12-21,2025-12-21,548.55,2,1097.10,paid,1,,2025-12-21,
inv_000479,job_000479,customer_0146,Aspen Hill Management 3,svc_02,2025-12-21,2025-12-21,452.59,2,905.18,paid,1,,2025-12-21,
inv_000480,job_000480,customer_0147,Fairway Properties 3,svc_01,2025-12-21,2025-12-21,453.34,1,453.34,paid,1,,2025-12-21,
inv_000481,job_000481,customer_0148,Nathan Dalton,svc_03,2025-12-21,2025-12-21,731.40,1,731.40,paid,1,,2025-12-21,
inv_000482,job_000482,customer_0149,April Gibbs,svc_03,2025-12-21,2025-12-21,731.39,2,1462.78,paid,1,,2025-12-21,
inv_000483,job_000483,customer_0150,Joanna Ingram,svc_03,2025-12-21,2025-12-21,365.70,1,365.70,paid,1,,2025-12-21,
inv_000484,job_000484,customer_0151,Wrenfield Management 3,svc_01,2025-12-21,2025-12-21,340.01,2,680.02,paid,1,,2025-12-21,
inv_000485,job_000485,customer_0152,Hillcrest Mechanical 3,svc_02,2025-12-21,2025-12-21,603.45,1,603.45,paid,1,,2025-12-21,
inv_000486,job_000486,customer_0153,Bradley Family Works 3,svc_01,2025-12-21,2025-12-21,226.67,1,226.67,paid,1,,2025-12-21,
inv_000487,job_000487,customer_0154,Caroline Burke,svc_03,2025-12-21,2025-12-21,365.70,1,365.70,paid,1,,2025-12-21,
inv_000488,job_000488,customer_0155,Maria Dalton,svc_03,2025-12-21,2025-12-21,548.55,2,1097.10,paid,1,,2025-12-21,
inv_000489,job_000489,customer_0156,Driftwood Mechanical 3,svc_01,2025-12-21,2025-12-21,226.67,1,226.67,paid,1,,2025-12-21,
inv_000490,job_000490,customer_0157,Barnes Family Works 3,svc_01,2025-12-21,2025-12-21,453.34,1,453.34,paid,1,,2025-12-21,
inv_000491,job_000491,customer_0158,Kendall Pruitt,svc_03,2025-12-21,2025-12-21,548.55,2,1097.10,paid,1,,2025-12-21,
inv_000492,job_000492,customer_0159,Hollybrook Properties 3,svc_02,2025-12-21,2025-12-21,603.45,1,603.45,paid,1,,2025-12-21,
inv_000493,job_000493,customer_0160,Alex Bishop,svc_02,2025-12-21,2025-12-21,301.73,1,301.73,paid,1,,2025-12-21,
inv_000494,job_000494,customer_0161,Keystone Residential 3,svc_02,2025-12-21,2025-12-21,452.59,2,905.18,paid,1,,2025-12-21,
inv_000495,job_000495,customer_0162,Primrose Works 3,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000496,job_000496,customer_0163,Eastgate Hospitality 3,svc_03,2025-12-21,2025-12-21,365.70,1,365.70,paid,1,,2025-12-21,
inv_000497,job_000497,customer_0164,Hazel Ingram,svc_02,2025-12-21,2025-12-21,452.59,2,905.18,paid,1,,2025-12-21,
inv_000498,job_000498,customer_0165,Atlas Facilities 3,svc_02,2025-12-21,2025-12-21,301.73,1,301.73,paid,1,,2025-12-21,
inv_000499,job_000499,customer_0166,Ivybridge Mechanical 3,svc_01,2025-12-21,2025-12-21,453.34,2,906.68,paid,1,,2025-12-21,
inv_000500,job_000500,customer_0167,Nina Cole,svc_02,2025-12-21,2025-12-21,603.45,1,603.45,paid,1,,2025-12-21,
inv_000501,job_000501,customer_0001,Brookfield Properties,svc_01,2026-01-21,2026-01-21,439.79,1,439.79,paid,1,,2026-01-21,
inv_000502,job_000502,customer_0002,Anthony Gomez,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000503,job_000503,customer_0003,Sagebrush Properties,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000504,job_000504,customer_0004,Delgado Family Residential,svc_03,2026-01-21,2026-01-21,354.48,1,354.48,paid,1,,2026-01-21,
inv_000505,job_000505,customer_0005,Erin Quinn,svc_01,2026-01-21,2026-01-21,659.16,1,659.16,paid,1,,2026-01-21,
inv_000506,job_000506,customer_0006,Cedar Facilities,svc_01,2026-01-21,2026-01-21,659.16,1,659.16,paid,1,,2026-01-21,
inv_000507,job_000507,customer_0007,Carlos Byrd,svc_03,2026-01-21,2026-01-21,354.48,1,354.48,paid,1,,2026-01-21,
inv_000508,job_000508,customer_0008,Cobblestone Properties,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000509,job_000509,customer_0009,Oak Street Mechanical,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000510,job_000510,customer_0010,Sandstone Commons,svc_02,2026-01-21,2026-01-21,877.42,1,877.42,paid,1,,2026-01-21,
inv_000511,job_000511,customer_0011,Dixon Family Management,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000512,job_000512,customer_0012,Arrowhead Commons,svc_01,2026-01-21,2026-01-21,439.44,1,439.44,paid,1,,2026-01-21,
inv_000513,job_000513,customer_0013,Shaw Family Hospitality,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000514,job_000514,customer_0014,Mill Creek Facilities,svc_03,2026-01-21,2026-01-21,354.48,1,354.48,paid,1,,2026-01-21,
inv_000515,job_000515,customer_0015,Copperleaf Hospitality,svc_01,2026-01-21,2026-01-21,219.72,1,219.72,paid,1,,2026-01-21,
inv_000516,job_000516,customer_0016,Cole Family Hospitality,svc_01,2026-01-21,2026-01-21,219.72,1,219.72,paid,1,,2026-01-21,
inv_000517,job_000517,customer_0017,Greg Jennings,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000518,job_000518,customer_0018,Greenfield Properties,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000519,job_000519,customer_0019,Ashford Management,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000520,job_000520,customer_0020,Evergreen Facilities,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000521,job_000521,customer_0021,April Byrd,svc_02,2026-01-21,2026-01-21,584.95,1,584.95,paid,1,,2026-01-21,
inv_000522,job_000522,customer_0022,Joanna Delgado,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
inv_000523,job_000523,customer_0023,Redwood Hospitality,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000524,job_000524,customer_0024,Felix Jennings,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000525,job_000525,customer_0025,Duncan Family Management,svc_03,2026-01-21,2026-01-21,354.48,1,354.48,paid,1,,2026-01-21,
inv_000526,job_000526,customer_0026,Aspen Hill Management,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000527,job_000527,customer_0027,Maria Bishop,svc_03,2026-01-21,2026-01-21,354.48,1,354.48,paid,1,,2026-01-21,
inv_000528,job_000528,customer_0028,Angela Byrd,svc_02,2026-01-21,2026-01-21,877.42,1,877.42,paid,1,,2026-01-21,
inv_000529,job_000529,customer_0029,Dogwood Commons,svc_02,2026-01-21,2026-01-21,292.47,1,292.47,paid,1,,2026-01-21,
inv_000530,job_000530,customer_0030,Riverside Properties,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
inv_000531,job_000531,customer_0031,Diane Jennings,svc_01,2026-01-21,2026-01-21,659.16,1,659.16,paid,1,,2026-01-21,
inv_000532,job_000532,customer_0032,Alex Ramsey,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000533,job_000533,customer_0033,Caleb Quinn,svc_02,2026-01-21,2026-01-21,877.42,1,877.42,paid,1,,2026-01-21,
inv_000534,job_000534,customer_0034,Sutton Family Works,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
inv_000535,job_000535,customer_0035,Pinehurst Residential,svc_01,2026-01-21,2026-01-21,439.44,1,439.44,paid,1,,2026-01-21,
inv_000536,job_000536,customer_0036,Conner Family Management,svc_02,2026-01-21,2026-01-21,584.95,1,584.95,paid,1,,2026-01-21,
inv_000537,job_000537,customer_0037,Silverline Works,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000538,job_000538,customer_0038,Daniel Jennings,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
inv_000539,job_000539,customer_0039,Hollybrook Works,svc_02,2026-01-21,2026-01-21,877.42,1,877.42,paid,1,,2026-01-21,
inv_000540,job_000540,customer_0040,Brandon Quinn,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000541,job_000541,customer_0041,Julia Bishop,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000542,job_000542,customer_0042,Primrose Facilities,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000543,job_000543,customer_0043,Eastgate Residential,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000544,job_000544,customer_0044,Casey Gomez,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000545,job_000545,customer_0045,Atlas Residential,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000546,job_000546,customer_0046,Miles Pruitt,svc_01,2026-01-21,2026-01-21,219.72,1,219.72,paid,1,,2026-01-21,
inv_000547,job_000547,customer_0047,Byrd Family Facilities,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000548,job_000548,customer_0048,Lakeview Commons,svc_02,2026-01-21,2026-01-21,292.47,1,292.47,paid,1,,2026-01-21,
inv_000549,job_000549,customer_0049,Quailwood Properties,svc_02,2026-01-21,2026-01-21,877.42,1,877.42,paid,1,,2026-01-21,
inv_000550,job_000550,customer_0050,Elmwood Facilities,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000551,job_000551,customer_0051,Westfield Mechanical,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000552,job_000552,customer_0052,Bluebird Residential,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000553,job_000553,customer_0053,Lydia Pruitt,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
inv_000554,job_000554,customer_0054,Briarwood Commons,svc_02,2026-01-21,2026-01-21,292.47,1,292.47,paid,1,,2026-01-21,
inv_000555,job_000555,customer_0055,Ian Bishop,svc_03,2026-01-21,2026-01-21,354.48,1,354.48,paid,1,,2026-01-21,
inv_000556,job_000556,customer_0056,Rockport Properties,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000557,job_000557,customer_0057,Foxglove Residential,svc_01,2026-01-21,2026-01-21,659.16,1,659.16,paid,1,,2026-01-21,
inv_000558,job_000558,customer_0058,Willow Creek Management,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000559,job_000559,customer_0059,Brenda Jennings,svc_02,2026-01-21,2026-01-21,292.47,1,292.47,paid,1,,2026-01-21,
inv_000560,job_000560,customer_0060,Laurelwood Properties,svc_01,2026-01-21,2026-01-21,659.16,1,659.16,paid,1,,2026-01-21,
inv_000561,job_000561,customer_0061,Brookfield Residential 2,svc_01,2026-01-21,2026-01-21,439.44,1,439.44,paid,1,,2026-01-21,
inv_000562,job_000562,customer_0062,Grace Bishop,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
inv_000563,job_000563,customer_0063,Riley Byrd,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000564,job_000564,customer_0064,Glenrose Properties 2,svc_02,2026-01-21,2026-01-21,584.95,1,584.95,paid,1,,2026-01-21,
inv_000565,job_000565,customer_0065,Nadia Gibbs,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000566,job_000566,customer_0066,Cedar Works 2,svc_02,2026-01-21,2026-01-21,584.94,2,1169.88,paid,1,,2026-01-21,
inv_000567,job_000567,customer_0067,Jared Pruitt,svc_02,2026-01-21,2026-01-21,584.95,1,584.95,paid,1,,2026-01-21,
inv_000568,job_000568,customer_0068,Carr Family Residential 2,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
inv_000569,job_000569,customer_0069,Oak Street Works 2,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000570,job_000570,customer_0070,Sandstone Management 2,svc_02,2026-01-21,2026-01-21,877.42,1,877.42,paid,1,,2026-01-21,
inv_000571,job_000571,customer_0071,Goldenrod Management 2,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
inv_000572,job_000572,customer_0072,Marcus Gibbs,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
inv_000573,job_000573,customer_0073,Andre Jennings,svc_01,2026-01-21,2026-01-21,219.72,1,219.72,paid,1,,2026-01-21,
inv_000574,job_000574,customer_0074,Mill Creek Mechanical 2,svc_01,2026-01-21,2026-01-21,439.44,1,439.44,paid,1,,2026-01-21,
inv_000575,job_000575,customer_0075,Chan Family Management 2,svc_01,2026-01-21,2026-01-21,439.44,1,439.44,paid,1,,2026-01-21,
inv_000576,job_000576,customer_0076,Derek Bishop,svc_02,2026-01-21,2026-01-21,584.95,1,584.95,paid,1,,2026-01-21,
inv_000577,job_000577,customer_0077,Omar Burke,svc_01,2026-01-21,2026-01-21,219.72,1,219.72,paid,1,,2026-01-21,
inv_000578,job_000578,customer_0078,Brian Delgado,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000579,job_000579,customer_0079,Ashford Properties 2,svc_02,2026-01-21,2026-01-21,584.94,2,1169.88,paid,1,,2026-01-21,
inv_000580,job_000580,customer_0080,Aaron Jennings,svc_03,2026-01-21,2026-01-21,354.48,1,354.48,paid,1,,2026-01-21,
inv_000581,job_000581,customer_0081,Gibbs Family Works 2,svc_01,2026-01-21,2026-01-21,659.16,1,659.16,paid,1,,2026-01-21,
inv_000582,job_000582,customer_0082,Cypress Properties 2,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000583,job_000583,customer_0083,Bishop Family Management 2,svc_02,2026-01-21,2026-01-21,584.94,2,1169.88,paid,1,,2026-01-21,
inv_000584,job_000584,customer_0084,Thornbury Facilities 2,svc_02,2026-01-21,2026-01-21,877.42,1,877.42,paid,1,,2026-01-21,
inv_000585,job_000585,customer_0085,April Delgado,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000586,job_000586,customer_0086,Joanna Gibbs,svc_02,2026-01-21,2026-01-21,584.94,2,1169.88,paid,1,,2026-01-21,
inv_000587,job_000587,customer_0087,Fairway Hospitality 2,svc_02,2026-01-21,2026-01-21,877.42,1,877.42,paid,1,,2026-01-21,
inv_000588,job_000588,customer_0088,Mulberry Management 2,svc_01,2026-01-21,2026-01-21,439.44,1,439.44,paid,1,,2026-01-21,
inv_000589,job_000589,customer_0089,Dogwood Works 2,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
inv_000590,job_000590,customer_0090,Riverside Hospitality 2,svc_02,2026-01-21,2026-01-21,584.95,1,584.95,paid,1,,2026-01-21,
inv_000591,job_000591,customer_0091,Hubbard Family Works 2,svc_02,2026-01-21,2026-01-21,292.47,1,292.47,paid,1,,2026-01-21,
inv_000592,job_000592,customer_0092,Hillcrest Commons 2,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000593,job_000593,customer_0093,Bradley Family Commons 2,svc_02,2026-01-21,2026-01-21,584.95,1,584.95,paid,1,,2026-01-21,
inv_000594,job_000594,customer_0094,Juniper Management 2,svc_02,2026-01-21,2026-01-21,584.94,2,1169.88,paid,1,,2026-01-21,
inv_000595,job_000595,customer_0095,Pinehurst Commons 2,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000596,job_000596,customer_0096,Alex Quinn,svc_02,2026-01-21,2026-01-21,877.42,1,877.42,paid,1,,2026-01-21,
inv_000597,job_000597,customer_0097,Caleb Bishop,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000598,job_000598,customer_0098,Acorn Works 2,svc_02,2026-01-21,2026-01-21,584.94,2,1169.88,paid,1,,2026-01-21,
inv_000599,job_000599,customer_0099,Alicia Delgado,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000600,job_000600,customer_0100,Birchwood Facilities 2,svc_02,2026-01-21,2026-01-21,584.95,1,584.95,paid,1,,2026-01-21,
inv_000601,job_000601,customer_0101,Avery Jennings,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000602,job_000602,customer_0102,Primrose Works 2,svc_01,2026-01-21,2026-01-21,659.16,1,659.16,paid,1,,2026-01-21,
inv_000603,job_000603,customer_0103,Nina Brooks,svc_03,2026-01-21,2026-01-21,354.48,1,354.48,paid,1,,2026-01-21,
inv_000604,job_000604,customer_0104,Stonegate Management 2,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000605,job_000605,customer_0105,Julia Burke,svc_02,2026-01-21,2026-01-21,877.42,1,877.42,paid,1,,2026-01-21,
inv_000606,job_000606,customer_0106,Blake Delgado,svc_03,2026-01-21,2026-01-21,354.48,1,354.48,paid,1,,2026-01-21,
inv_000607,job_000607,customer_0107,Boulder Point Facilities 2,svc_03,2026-01-21,2026-01-21,708.97,1,708.97,paid,1,,2026-01-21,
inv_000608,job_000608,customer_0108,Casey Jennings,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
inv_000609,job_000609,customer_0109,Quailwood Works 2,svc_01,2026-01-21,2026-01-21,439.44,2,878.88,paid,1,,2026-01-21,
inv_000610,job_000610,customer_0110,Miles Brooks,svc_02,2026-01-21,2026-01-21,877.42,1,877.42,paid,1,,2026-01-21,
inv_000611,job_000611,customer_0111,Anita Bishop,svc_03,2026-01-21,2026-01-21,708.96,2,1417.92,paid,1,,2026-01-21,
inv_000612,job_000612,customer_0112,Bluebird Facilities 2,svc_01,2026-01-21,2026-01-21,439.44,1,439.44,paid,1,,2026-01-21,
inv_000613,job_000613,customer_0113,Larkspur Works 2,svc_03,2026-01-21,2026-01-21,1063.45,1,1063.45,paid,1,,2026-01-21,
